Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EURINR=X,EURINR=X,EURINR=X,EURINR=X,EURINR=X,EURINR=X
Date,,,,,,
2023-01-02 00:00:00+00:00,88.48200225830078,88.48200225830078,88.4000015258789,87.15769958496094,87.15769958496094,0
2023-01-03 00:00:00+00:00,88.30000305175781,88.30000305175781,88.31300354003906,87.22599792480469,88.29199981689453,0
2023-01-04 00:00:00+00:00,87.21900177001953,87.21900177001953,87.9229965209961,87.21900177001953,87.21900177001953,0
2023-01-05 00:00:00+00:00,87.6050033569336,87.6050033569336,87.80799865722656,86.75700378417969,87.58000183105469,0
2023-01-06 00:00:00+00:00,86.8270034790039,86.8270034790039,87.61499786376953,86.64700317382812,86.81900024414062,0
2023-01-09 00:00:00+00:00,87.5009994506836,87.5009994506836,88.28500366210938,85.69190216064453,85.69190216064453,0
2023-01-10 00:00:00+00:00,88.1240005493164,88.1240005493164,88.24700164794922,87.44599914550781,88.10700225830078,0
2023-01-11 00:00:00+00:00,87.58200073242188,87.58200073242188,87.93599700927734,87.41200256347656,87.5739974975586,0
2023-01-12 00:00:00+00:00,87.80500030517578,87.80500030517578,88.14399719238281,87.37799835205078,87.78099822998047,0
2023-01-13 00:00:00+00:00,88.01100158691406,88.01100158691406,88.30400085449219,87.72699737548828,88.00299835205078,0
2023-01-16 00:00:00+00:00,87.9520034790039,87.9520034790039,88.34400177001953,86.9448013305664,86.9448013305664,0
2023-01-17 00:00:00+00:00,88.35299682617188,88.35299682617188,88.61599731445312,87.94599914550781,88.35299682617188,0
2023-01-18 00:00:00+00:00,88.00399780273438,88.00399780273438,88.27300262451172,87.81199645996094,87.98400115966797,0
2023-01-19 00:00:00+00:00,87.86399841308594,87.86399841308594,88.06300354003906,87.58300018310547,87.86000061035156,0
2023-01-20 00:00:00+00:00,87.93699645996094,87.93699645996094,88.02999877929688,87.60099792480469,87.93299865722656,0
2023-01-23 00:00:00+00:00,87.86199951171875,87.86199951171875,88.8010025024414,86.85130310058594,86.85130310058594,0
2023-01-24 00:00:00+00:00,88.54100036621094,88.54100036621094,88.76200103759766,88.41799926757812,88.52200317382812,0
2023-01-25 00:00:00+00:00,88.76799774169922,88.76799774169922,89.08000183105469,88.49099731445312,88.79299926757812,0
2023-01-26 00:00:00+00:00,88.95500183105469,88.95500183105469,88.99299621582031,88.36499786376953,88.93800354003906,0
2023-01-27 00:00:00+00:00,88.64199829101562,88.64199829101562,88.76000213623047,88.3239974975586,88.66300201416016,0
2023-01-30 00:00:00+00:00,88.51899719238281,88.51899719238281,88.86599731445312,87.68119812011719,87.68119812011719,0
2023-01-31 00:00:00+00:00,88.375,88.375,88.75499725341797,88.37200164794922,88.37200164794922,0
2023-02-01 00:00:00+00:00,88.73600006103516,88.73600006103516,89.23300170898438,88.6500015258789,88.72100067138672,0
2023-02-02 00:00:00+00:00,89.9469985961914,89.9469985961914,90.36100006103516,89.38600158691406,89.95999908447266,0
2023-02-03 00:00:00+00:00,89.39099884033203,89.39099884033203,89.62699890136719,88.7979965209961,89.38300323486328,0
2023-02-06 00:00:00+00:00,88.69000244140625,88.69000244140625,89.0999984741211,88.43199920654297,88.43199920654297,0
2023-02-07 00:00:00+00:00,88.7040023803711,88.7040023803711,88.79000091552734,88.33200073242188,88.68599700927734,0
2023-02-08 00:00:00+00:00,88.83100128173828,88.83100128173828,88.87300109863281,88.4280014038086,88.84400177001953,0
2023-02-09 00:00:00+00:00,88.49800109863281,88.49800109863281,88.93099975585938,88.45700073242188,88.48999786376953,0
2023-02-10 00:00:00+00:00,88.56300354003906,88.56300354003906,88.58000183105469,87.93099975585938,88.55400085449219,0
2023-02-13 00:00:00+00:00,88.0260009765625,88.0260009765625,88.54100036621094,87.2781982421875,87.2781982421875,0
2023-02-14 00:00:00+00:00,88.5469970703125,88.5469970703125,89.29900360107422,88.52200317382812,88.56300354003906,0
2023-02-15 00:00:00+00:00,88.92900085449219,88.92900085449219,88.99600219726562,88.27400207519531,88.92900085449219,0
2023-02-16 00:00:00+00:00,88.40399932861328,88.40399932861328,88.55000305175781,88.15699768066406,88.4209976196289,0
2023-02-17 00:00:00+00:00,88.13200378417969,88.13200378417969,88.30400085449219,87.82499694824219,88.11100006103516,0
2023-02-20 00:00:00+00:00,88.43299865722656,88.43299865722656,88.41500091552734,86.98560333251953,86.98660278320312,0
2023-02-21 00:00:00+00:00,88.25700378417969,88.25700378417969,88.45999908447266,88.052001953125,88.2509994506836,0
2023-02-22 00:00:00+00:00,88.18499755859375,88.18499755859375,88.2760009765625,87.86199951171875,88.1760025024414,0
2023-02-23 00:00:00+00:00,87.7750015258789,87.7750015258789,87.88600158691406,87.32499694824219,87.79100036621094,0
2023-02-24 00:00:00+00:00,87.48600006103516,87.48600006103516,87.65499877929688,87.2509994506836,87.47799682617188,0
2023-02-27 00:00:00+00:00,87.37000274658203,87.37000274658203,87.66500091552734,86.54920196533203,86.54920196533203,0
2023-02-28 00:00:00+00:00,87.60600280761719,87.60600280761719,87.8239974975586,87.43299865722656,87.61399841308594,0
2023-03-01 00:00:00+00:00,87.34100341796875,87.34100341796875,88.05500030517578,87.2030029296875,87.32499694824219,0
2023-03-02 00:00:00+00:00,87.85399627685547,87.85399627685547,88.0,87.24099731445312,87.83699798583984,0
2023-03-03 00:00:00+00:00,87.21600341796875,87.21600341796875,87.35299682617188,86.53800201416016,87.21600341796875,0
2023-03-06 00:00:00+00:00,86.81600189208984,86.81600189208984,87.39299774169922,85.97209930419922,85.97209930419922,0
2023-03-07 00:00:00+00:00,87.3479995727539,87.3479995727539,87.43599700927734,86.47699737548828,87.33899688720703,0
2023-03-08 00:00:00+00:00,86.44000244140625,86.44000244140625,86.61599731445312,86.17900085449219,86.447998046875,0
2023-03-09 00:00:00+00:00,86.38300323486328,86.38300323486328,86.7750015258789,86.22000122070312,86.38300323486328,0
2023-03-10 00:00:00+00:00,86.73500061035156,86.73500061035156,87.53500366210938,86.71800231933594,86.75199890136719,0
2023-03-13 00:00:00+00:00,87.1259994506836,87.1259994506836,88.16100311279297,85.84860229492188,85.84860229492188,0
2023-03-14 00:00:00+00:00,88.13800048828125,88.13800048828125,88.48600006103516,87.91000366210938,88.12999725341797,0
2023-03-15 00:00:00+00:00,88.16899871826172,88.16899871826172,88.53900146484375,87.06400299072266,88.16000366210938,0
2023-03-16 00:00:00+00:00,87.66500091552734,87.66500091552734,87.83200073242188,87.35900115966797,87.62000274658203,0
2023-03-17 00:00:00+00:00,87.61599731445312,87.61599731445312,87.9749984741211,87.59300231933594,87.61599731445312,0
2023-03-20 00:00:00+00:00,87.94200134277344,87.94200134277344,88.48500061035156,86.78700256347656,86.78700256347656,0
2023-03-21 00:00:00+00:00,88.36799621582031,88.36799621582031,89.08300018310547,88.33499908447266,88.36799621582031,0
2023-03-22 00:00:00+00:00,88.99600219726562,88.99600219726562,89.15699768066406,88.88300323486328,88.98799896240234,0
2023-03-23 00:00:00+00:00,89.625,89.625,89.74500274658203,89.27999877929688,89.61599731445312,0
2023-03-24 00:00:00+00:00,89.0459976196289,89.0459976196289,89.05599975585938,88.30899810791016,89.03800201416016,0
2023-03-27 00:00:00+00:00,88.5260009765625,88.5260009765625,88.77100372314453,88.4729995727539,88.52999877929688,0
2023-03-28 00:00:00+00:00,88.75399780273438,88.75399780273438,89.02999877929688,88.69000244140625,88.74500274658203,0
